x,y,class,TypeId,ClId
440.13,142.847,3,1,5
422.181,143.794,3,0,5
432.792,143.799,3,1,5
425.758,144.367,3,0,5
469.419,144.455,3,0,7
435.55,145.395,3,1,5
431.419,145.755,3,1,5
451.224,145.775,3,0,5
440.408,146.542,3,0,5
431.209,147.043,3,1,5
440.541,147.443,3,0,5
429.476,147.655,3,1,5
457.738,147.949,3,0,7
462.197,148.753,3,0,7
458.784,148.79,3,0,7
435.104,150.564,3,1,5
481.596,150.747,3,0,7
470.742,151.028,3,1,7
475.537,151.384,3,0,7
486.403,152.427,3,1,7
479.218,153.336,3,1,7
442.739,153.699,3,0,5
468.571,154.661,3,1,7
487.203,155.054,3,1,7
491.499,155.056,3,1,7
469.035,155.808,3,1,7
492.554,156.945,3,1,7
493.331,157.034,3,1,7
450.257,157.572,3,1,7
430.442,157.874,3,0,5
486.966,158.69,3,1,7
431.691,161.683,3,0,5
475.063,162.051,3,1,7
505.503,162.45,3,0,7
453.361,162.676,3,1,7
485.405,162.724,3,1,7
450.017,162.982,3,1,7
467.237,163.015,3,1,7
444.988,163.518,3,1,7
446.606,163.869,3,1,7
504.016,164.453,3,0,7
483.317,164.96,3,1,7
460.405,165.011,3,1,7
454.607,165.491,3,1,7
448.598,166.01,3,1,7
490.836,166.186,3,1,7
474.385,166.211,3,1,7
452.446,166.814,3,1,7
448.289,168.177,3,1,7
485.908,168.301,3,1,7
460.684,168.549,3,0,7
473.044,169.3,3,1,7
463.544,169.773,3,1,7
441.254,169.819,3,0,7
478.121,170.152,3,1,7
472.289,170.258,3,1,7
456.744,170.562,3,1,7
506.497,171.391,3,0,7
458.455,171.723,3,0,7
480.952,172.104,3,1,7
471.724,172.447,3,1,7
462.369,172.691,3,0,7
462.699,176.173,3,0,7
499.357,177.083,3,0,7
497.729,179.01,3,0,7
476.852,179.141,3,0,7
482.757,180.824,3,0,7
497.288,116.862,4,0,8
504.684,118.564,4,1,8
500.45,118.781,4,1,8
512.501,118.822,4,0,8
515.358,119.685,4,0,8
506.057,119.873,4,1,8
551.669,119.94,4,0,8
513.607,120.024,4,0,8
542.261,121.323,4,0,8
503.533,123.134,4,1,8
538.449,123.666,4,1,8
506.288,123.926,4,1,8
532.535,124.963,4,1,8
535.374,124.987,4,1,8
536.336,125.359,4,1,8
541.956,125.614,4,1,8
504.129,126.134,4,1,8
499.386,126.144,4,1,8
498.238,126.197,4,0,8
510.951,126.254,4,1,8
523.702,126.337,4,0,8
492.24,127.167,4,0,8
533.889,127.493,4,1,8
516.126,127.973,4,1,8
494.99,128.921,4,0,8
556.017,129.036,4,0,9
532.113,131.972,4,1,8
534.042,133.423,4,1,8
509.416,134.11,4,0,8
535.72,134.304,4,1,8
514.408,135.016,4,0,8
493.319,135.26,4,0,8
520.422,137.28,4,1,8
527.298,137.36,4,1,8
524.935,138.144,4,1,8
521.854,138.206,4,1,8
550.427,140.703,4,0,9
510.183,142.282,4,0,8
548.844,142.901,4,0,9
516.698,142.955,4,1,8
528.705,144.861,4,1,8
575.8,145.081,4,0,9
528.51,145.594,4,1,8
525.507,146.165,4,1,8
549.351,147.794,4,1,9
528.385,149.093,4,0,8
574.776,149.666,4,0,9
564.062,150.091,4,1,9
569.252,150.45,4,0,9
580.529,152.58,4,0,9
555.511,152.813,4,1,9
543.797,153.217,4,0,9
523.439,153.221,4,0,8
577.096,153.561,4,0,9
557.155,153.821,4,1,9
540.728,154.218,4,0,9
567.029,155.564,4,1,9
535.0,155.746,4,0,9
554.604,156.498,4,1,9
553.231,157.644,4,1,9
565.622,159.177,4,1,9
552.675,160.487,4,1,9
551.34,161.382,4,1,9
552.228,161.539,4,1,9
565.391,162.42,4,1,9
551.871,163.963,4,1,9
561.421,166.072,4,1,9
549.795,166.147,4,0,9
563.976,166.47,4,1,9
557.805,167.451,4,1,9
559.049,168.661,4,1,9
550.489,169.343,4,0,9
563.571,171.008,4,1,9
565.895,174.816,4,1,9
578.552,176.176,4,0,9
558.492,176.966,4,0,9
558.076,183.121,4,1,9
572.341,183.795,4,0,9
548.741,185.141,4,0,9
571.997,185.255,4,0,9
571.288,186.591,4,0,9
568.308,189.231,4,1,9
554.133,189.464,4,0,9
568.75,190.522,4,1,9
574.234,191.904,4,0,9
560.184,192.29,4,1,9
554.855,194.481,4,0,9
545.792,198.292,4,0,9
573.339,199.37,4,0,9
560.626,201.339,4,1,9
484.479,201.808,4,0,9
544.398,202.037,4,0,9
546.15,202.697,4,1,9
544.523,203.247,4,0,9
557.549,203.253,4,1,9
496.092,204.783,4,0,9
545.515,205.062,4,1,9
552.079,205.232,4,1,9
556.428,205.593,4,1,9
480.224,206.366,4,1,9
554.335,206.42,4,1,9
569.615,206.821,4,1,9
549.936,207.559,4,1,9
476.785,207.988,4,0,9
540.551,208.51,4,1,9
570.595,208.906,4,0,9
501.173,209.049,4,0,9
471.001,209.154,4,1,9
553.659,209.159,4,1,9
484.712,209.501,4,1,9
474.655,209.547,4,1,9
570.022,209.903,4,0,9
497.611,211.97,4,0,9
537.191,211.979,4,0,9
476.159,213.082,4,1,9
529.146,213.374,4,0,9
530.331,213.716,4,0,9
560.98,214.079,4,1,9
562.351,214.13,4,1,9
564.375,214.272,4,0,9
487.013,214.471,4,1,9
487.71,214.871,4,1,9
458.4,214.958,4,0,9
520.077,215.482,4,0,9
547.348,216.15,4,0,9
514.639,216.942,4,0,9
568.922,217.769,4,0,9
537.99,217.917,4,1,9
466.888,218.478,4,0,9
533.306,218.951,4,1,9
464.185,218.974,4,0,9
547.947,218.987,4,1,9
543.334,219.389,4,1,9
475.069,220.2,4,1,9
496.267,220.2,4,1,9
537.621,221.068,4,1,9
548.078,221.696,4,1,9
479.44,221.889,4,1,9
526.415,221.976,4,1,9
469.176,222.122,4,1,9
493.109,222.595,4,1,9
504.879,223.245,4,1,9
472.424,223.374,4,0,9
508.167,224.352,4,1,9
501.681,224.604,4,1,9
498.585,224.761,4,1,9
491.164,225.738,4,1,9
558.66,226.102,4,0,9
518.744,226.107,4,0,9
485.69,226.433,4,1,9
505.801,227.197,4,1,9
517.547,227.273,4,1,9
532.845,227.692,4,1,9
511.198,229.151,4,1,9
505.328,229.27,4,1,9
477.532,230.323,4,1,9
559.487,230.512,4,0,9
534.237,231.182,4,1,9
555.919,231.33,4,0,9
496.519,231.653,4,1,9
545.041,233.072,4,0,9
539.702,233.506,4,1,9
484.317,233.798,4,1,9
546.902,233.832,4,0,9
517.963,234.854,4,0,9
484.92,235.709,4,1,9
531.058,235.723,4,0,9
530.053,235.845,4,0,9
473.185,235.903,4,0,9
503.429,236.263,4,1,9
518.412,236.544,4,1,9
490.594,237.163,4,1,9
528.082,237.987,4,1,9
506.602,239.498,4,0,9
530.871,239.966,4,1,9
489.75,242.396,4,0,9
551.065,242.547,4,0,9
495.831,242.586,4,1,9
482.31,243.418,4,0,9
519.888,244.016,4,1,9
524.336,245.015,4,1,9
485.006,245.823,4,0,9
489.089,246.34,4,0,9
502.585,246.657,4,1,9
507.542,247.408,4,0,9
528.185,247.661,4,1,9
538.825,248.077,4,0,9
508.916,248.813,4,0,9
512.989,248.855,4,1,9
523.074,250.801,4,1,9
534.594,252.169,4,0,9
540.102,252.257,4,0,9
519.289,252.735,4,1,9
522.247,253.701,4,1,9
520.838,254.256,4,1,9
541.399,254.555,4,0,9
524.593,254.965,4,1,9
517.344,255.757,4,0,9
94.842,135.204,5,0,10
109.321,138.094,5,0,10
71.813,138.206,5,0,10
320.843,138.228,5,0,12
61.427,138.457,5,1,10
142.07,138.726,5,0,11
50.861,138.893,5,0,10
140.837,139.146,5,0,11
194.828,139.209,5,0,11
203.609,139.329,5,0,11
49.89,139.351,5,0,10
168.274,139.703,5,0,11
200.698,139.846,5,0,11
90.066,139.88,5,0,10
188.524,139.94,5,0,11
125.125,139.991,5,0,10
37.458,140.053,5,0,10
249.584,140.167,5,0,11
258.339,140.262,5,1,11
53.696,140.333,5,1,10
306.48,140.395,5,1,12
47.454,140.403,5,0,10
230.524,140.512,5,1,11
201.416,140.704,5,0,11
304.199,140.746,5,1,12
246.043,140.806,5,0,11
219.616,140.885,5,0,11
225.11,140.915,5,1,11
95.795,141.152,5,0,10
67.96,141.335,5,0,10
296.662,141.432,5,1,12
270.289,141.447,5,0,11
326.361,141.649,5,0,12
62.999,141.875,5,1,10
172.605,141.876,5,0,11
315.501,142.003,5,1,12
316.762,142.555,5,1,12
216.062,142.694,5,0,11
328.929,142.844,5,0,12
32.099,143.035,5,0,13
227.643,143.225,5,1,11
126.689,144.081,5,0,10
238.139,144.096,5,0,11
70.308,144.133,5,1,10
246.255,144.218,5,0,11
107.021,144.256,5,1,10
312.559,144.434,5,1,12
75.993,144.485,5,0,10
189.235,144.589,5,1,11
219.131,144.7,5,0,11
97.647,144.72,5,1,10
146.461,144.838,5,0,11
190.41,144.839,5,1,11
57.351,144.958,5,1,10
268.271,144.971,5,0,11
133.514,145.516,5,0,10
307.888,145.591,5,1,12
115.795,145.864,5,1,10
174.845,146.047,5,0,11
159.347,146.43,5,1,11
301.09,146.564,5,1,12
58.445,146.64,5,1,10
331.061,146.707,5,0,12
239.572,146.801,5,1,11
109.938,146.879,5,1,10
289.436,146.915,5,0,11
304.081,146.92,5,1,12
257.549,146.929,5,1,11
27.887,146.941,5,0,13
157.097,147.095,5,1,11
262.925,147.195,5,0,11
217.515,147.199,5,1,11
292.568,147.238,5,0,11
259.314,147.327,5,1,11
63.973,147.393,5,1,10
193.748,147.43,5,1,11
294.172,147.603,5,0,11
148.916,147.787,5,1,11
40.381,148.068,5,0,10
60.351,148.181,5,1,10
228.218,148.267,5,1,11
207.832,148.335,5,1,11
298.229,148.537,5,1,12
245.657,148.563,5,1,11
181.293,148.633,5,1,11
196.535,148.652,5,1,11
256.303,148.66,5,1,11
56.551,148.808,5,1,10
225.579,148.841,5,1,11
281.54,148.927,5,0,11
110.273,148.951,5,0,10
121.658,148.967,5,1,10
236.113,149.196,5,0,11
161.89,149.204,5,1,11
261.679,149.472,5,1,11
223.041,149.482,5,1,11
176.219,149.932,5,0,11
22.172,150.049,5,0,13
156.89,150.131,5,1,11
253.999,150.452,5,1,11
39.912,150.513,5,0,13
59.9,150.54,5,0,10
180.844,150.826,5,1,11
277.317,150.914,5,1,11
232.394,151.075,5,1,11
205.088,151.435,5,1,11
90.808,151.571,5,1,10
154.971,151.627,5,1,11
192.115,151.814,5,1,11
99.609,151.894,5,1,10
113.923,152.089,5,1,10
24.271,152.193,5,0,13
330.341,152.564,5,0,11
143.626,152.655,5,1,11
247.596,152.793,5,1,11
93.42,153.068,5,1,10
72.448,153.101,5,1,10
145.683,153.144,5,1,11
152.194,153.153,5,1,11
280.463,153.158,5,0,11
66.712,153.17,5,1,10
76.828,153.21,5,1,10
273.534,153.242,5,1,11
126.953,153.559,5,0,10
252.93,154.284,5,1,11
117.094,154.336,5,1,10
210.203,154.483,5,1,11
191.668,154.569,5,0,11
251.432,154.587,5,1,11
202.124,154.646,5,0,11
19.034,154.732,5,0,13
162.761,154.815,5,1,11
286.909,154.986,5,1,11
89.297,155.491,5,1,10
127.743,155.523,5,0,10
83.227,155.623,5,1,10
120.241,155.652,5,1,10
79.75,156.732,5,1,10
174.166,156.988,5,1,11
211.441,157.206,5,0,11
164.988,157.222,5,1,11
184.554,157.526,5,1,11
95.504,157.555,5,0,10
165.92,157.885,5,1,11
243.305,157.964,5,0,11
274.408,158.305,5,1,11
144.545,158.753,5,0,11
84.786,158.792,5,1,10
73.251,159.11,5,0,10
276.99,159.135,5,1,11
149.609,159.203,5,0,11
171.963,159.266,5,1,11
330.64,159.323,5,0,11
240.497,159.38,5,1,11
251.23,159.384,5,1,11
178.892,159.417,5,1,11
177.496,159.542,5,1,11
266.97,159.699,5,0,11
101.082,159.803,5,0,10
209.678,159.871,5,0,11
185.582,159.981,5,0,11
169.867,160.045,5,1,11
220.62,160.152,5,0,11
277.894,160.226,5,1,11
23.197,160.374,5,1,13
86.835,161.038,5,1,10
175.183,161.289,5,1,11
328.328,161.379,5,0,11
288.797,161.383,5,0,11
66.93,161.463,5,0,10
295.836,161.686,5,0,11
65.527,161.731,5,0,10
275.188,161.732,5,1,11
74.236,161.736,5,1,10
215.083,161.737,5,0,11
147.042,161.861,5,0,11
310.583,161.993,5,0,11
87.458,162.044,5,1,10
294.989,162.163,5,0,11
31.56,162.172,5,1,13
299.158,162.312,5,0,11
160.061,162.919,5,1,11
83.795,163.025,5,1,10
19.915,163.184,5,0,13
279.12,163.332,5,1,11
20.411,163.543,5,1,13
269.677,163.544,5,1,11
30.176,163.656,5,1,13
248.384,163.702,5,1,11
224.269,164.092,5,0,11
112.369,164.192,5,0,11
103.293,164.521,5,1,11
105.712,164.575,5,0,11
55.529,164.776,5,0,10
300.213,164.849,5,1,11
183.048,165.25,5,0,11
36.666,165.398,5,0,13
41.62,165.417,5,0,13
168.941,165.506,5,1,11
313.889,165.633,5,0,11
314.564,165.723,5,0,11
278.524,165.991,5,1,11
39.332,166.041,5,0,13
100.396,166.044,5,1,11
77.896,166.356,5,1,10
102.608,166.439,5,1,11
305.676,166.653,5,1,11
272.427,166.829,5,1,11
319.508,166.976,5,1,11
130.608,166.997,5,1,11
161.047,167.032,5,0,11
213.04,167.189,5,1,11
123.855,167.463,5,1,11
284.233,167.729,5,1,11
85.372,167.791,5,1,10
166.915,167.804,5,0,11
119.7,167.848,5,1,11
235.718,168.427,5,0,11
133.021,168.507,5,1,11
24.745,168.548,5,1,13
254.791,168.611,5,0,11
181.949,168.674,5,1,11
194.43,168.704,5,0,11
101.668,168.905,5,1,11
104.872,169.065,5,1,11
173.335,169.134,5,1,11
68.68,169.236,5,1,10
118.06,169.279,5,0,11
77.167,169.545,5,1,10
26.532,169.671,5,1,13
251.972,170.086,5,1,11
32.81,170.112,5,1,13
234.843,170.407,5,0,11
96.634,170.521,5,0,11
324.884,170.819,5,1,11
66.539,170.91,5,1,10
273.787,171.163,5,1,11
82.642,171.22,5,0,10
265.086,171.24,5,1,11
230.897,171.483,5,0,11
106.233,171.58,5,1,11
139.788,171.6,5,1,11
217.068,171.64,5,1,11
114.928,171.689,5,1,11
108.138,171.709,5,1,11
112.928,171.78,5,1,11
199.887,171.887,5,1,11
182.587,172.145,5,1,11
69.475,172.23,5,1,10
309.285,172.272,5,1,11
307.254,172.284,5,1,11
46.272,172.561,5,1,13
195.63,172.617,5,1,11
233.965,172.782,5,0,11
153.13,172.988,5,1,11
282.677,173.005,5,0,11
18.067,173.055,5,0,13
283.147,173.368,5,0,11
178.034,173.382,5,1,11
58.823,173.444,5,0,10
302.004,173.47,5,1,11
131.722,173.659,5,1,11
38.006,173.67,5,1,13
189.678,173.883,5,1,11
80.212,173.904,5,0,10
286.007,174.036,5,0,11
186.873,174.213,5,1,11
327.86,174.334,5,1,11
293.698,174.443,5,1,11
207.339,174.492,5,1,11
323.582,174.63,5,1,11
103.201,174.763,5,1,11
24.943,175.09,5,1,13
38.696,175.224,5,1,13
176.647,175.237,5,1,11
183.559,175.462,5,1,11
104.347,175.611,5,0,11
132.259,175.665,5,1,11
67.553,175.725,5,0,10
185.129,175.734,5,1,11
190.988,175.787,5,1,11
158.27,175.847,5,0,11
250.355,175.979,5,1,11
73.792,175.984,5,1,10
112.797,176.117,5,0,11
